disease_id,gene,disease_name,omim_id,inheritance,phenotype_concern_list
D0580,SLC26A4,Pendred syndrome,OMIM:274600,AR,developmental delay concern; hearing concern; language / cognitive concern
D0013,ACOX1,Peroxisomal acyl-CoA oxidase deficiency,OMIM:264470,AR,developmental delay concern; developmental regression concern; feeding / swallowing concern; gastrointestinal concern; hearing concern; language / cognitive concern; seizure-like event concern; social interaction / behavioral concern; vision / ocular tracking concern
D0477,PEX3,Peroxisome biogenesis disorder 10A (Zellweger),OMIM:614882,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; seizure-like event concern
D0476,PEX3,Peroxisome biogenesis disorder 10B,OMIM:617370,AR,developmental delay concern; renal / urinary concern; seizure-like event concern; vision / ocular tracking concern
D0466,PEX13,Peroxisome biogenesis disorder 11A (Zellweger),OMIM:614883,AR,developmental delay concern; gastrointestinal concern; growth / weight concern; renal / urinary concern; respiratory concern; seizure-like event concern
D0467,PEX13,Peroxisome biogenesis disorder 11B,OMIM:614885,AR,feeding / swallowing concern; gastrointestinal concern; hearing concern; motor weakness concern; respiratory concern; vision / ocular tracking concern
D0471,PEX19,Peroxisome biogenesis disorder 12A (Zellweger),OMIM:614886,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; seizure-like event concern; skin concern
D0468,PEX14,Peroxisome biogenesis disorder 13A (Zellweger),OMIM:614887,AR,feeding / swallowing concern; gastrointestinal concern; renal / urinary concern; seizure-like event concern; skin concern
D0461,PEX1,Peroxisome biogenesis disorder 1A (Zellweger),OMIM:214100,AR,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; hearing concern; language / cognitive concern; musculoskeletal concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; seizure-like event concern; skin concern; vision / ocular tracking concern
D0462,PEX1,Peroxisome biogenesis disorder 1B,OMIM:601539,AR,developmental delay concern; gastrointestinal concern; hearing concern; language / cognitive concern; renal / urinary concern; seizure-like event concern
D0478,PEX5,Peroxisome biogenesis disorder 2A (Zellweger),OMIM:214110,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; musculoskeletal concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; seizure-like event concern; skin concern
D0479,PEX5,Peroxisome biogenesis disorder 2B,OMIM:202370,AR,developmental delay concern; language / cognitive concern; seizure-like event concern; vision / ocular tracking concern
D0464,PEX12,Peroxisome biogenesis disorder 3A (Zellweger),OMIM:614859,AR,feeding / swallowing concern; gastrointestinal concern; renal / urinary concern; seizure-like event concern
D0465,PEX12,Peroxisome biogenesis disorder 3B,OMIM:266510,AR,developmental delay concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; hearing concern; hematologic / bleeding concern; language / cognitive concern; renal / urinary concern; skin concern; vision / ocular tracking concern
D0482,PEX6,Peroxisome biogenesis disorder 4A (Zellweger),OMIM:614862,AR,feeding / swallowing concern; gastrointestinal concern; renal / urinary concern; respiratory concern; seizure-like event concern
D0483,PEX6,Peroxisome biogenesis disorder 4B,OMIM:614863,AR,developmental delay concern; gait / coordination concern; gastrointestinal concern; hearing concern; language / cognitive concern; renal / urinary concern; seizure-like event concern; skin concern; systemic red flag concern; vision / ocular tracking concern
D0472,PEX2,Peroxisome biogenesis disorder 5A (Zellweger),OMIM:614866,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; hearing concern; language / cognitive concern; musculoskeletal concern; renal / urinary concern; respiratory / cardiopulmonary concern; seizure-like event concern; skin concern; vision / ocular tracking concern
D0473,PEX16,Peroxisome biogenesis disorder 5B,OMIM:614867,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; hearing concern; language / cognitive concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; seizure-like event concern; skin concern; vision / ocular tracking concern
D0463,PEX10,Peroxisome biogenesis disorder 6A (Zellweger),OMIM:614870,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; renal / urinary concern; seizure-like event concern
D0474,PEX26,Peroxisome biogenesis disorder 7A (Zellweger),OMIM:614872,AR,feeding / swallowing concern; gastrointestinal concern; seizure-like event concern; skin concern; vision / ocular tracking concern
D0475,PEX26,Peroxisome biogenesis disorder 7B,OMIM:614873,AR,developmental delay concern; gastrointestinal concern; hearing concern; vision / ocular tracking concern
D0469,PEX16,Peroxisome biogenesis disorder 8A (Zellweger),OMIM:614876,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; respiratory / cardiopulmonary concern; seizure-like event concern; skin concern
D0470,PEX16,Peroxisome biogenesis disorder 8B,OMIM:614877,AR,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; vision / ocular tracking concern
D0325,HSD17B4,Perrault syndrome 1,OMIM:233400,AR,developmental delay concern; gait / coordination concern; growth / weight concern; hearing concern; language / cognitive concern; vision / ocular tracking concern
D0453,PAH,Phenylketonuria,OMIM:261600,AR,developmental delay concern; language / cognitive concern; recurrent / unusual infection concern; renal / urinary concern; seizure-like event concern; skin concern; social interaction / behavioral concern
D0498,POU1F1,"Pituitary hormone deficiency, combined or isolated, 1",OMIM:613038,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; skin concern
D0373,LHX3,"Pituitary hormone deficiency, combined, 3",OMIM:221750,AR,developmental delay concern; growth / weight concern; hearing concern; language / cognitive concern
D0310,HESX1,"Pituitary hormone deficiency, combined, 5",OMIM:182230,AR,developmental delay concern; growth / weight concern; musculoskeletal concern
D0056,ARPC1B,Platelet abnormalities with eosinophilia and immune-mediated inflammatory disease,OMIM:617718,AR,gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; recurrent / unusual infection concern; respiratory concern; skin concern
D0491,PMM2,Polycystic kidney disease with hyperinsulinemic hypoglycemia,OMIM:212065,AR,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; motor weakness concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; seizure-like event concern; skin concern; vision / ocular tracking concern
D0500,PPOX,"Porphyria variegata, childhood-onset",OMIM:620483,AR,developmental delay concern; language / cognitive concern; musculoskeletal concern; recurrent / unusual infection concern; seizure-like event concern; skin concern; vision / ocular tracking concern
D0653,UROD,"Porphyria, hepatoerythropoietic",OMIM:176100,AR,gastrointestinal concern; renal / urinary concern; skin concern
D0573,SLC22A5,Primary systemic carnitine deficiency,OMIM:212140,AR,developmental delay concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; motor weakness concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern
D0124,CFP,"Properdin deficiency, X-linked",OMIM:312060,XLR,recurrent / unusual infection concern
D0458,PCCA,Propionic acidemia 1,OMIM:606054,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; seizure-like event concern; skin concern
D0459,PCCB,Propionic acidemia 2,OMIM:606054,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; seizure-like event concern; skin concern
D0247,FECH,"Protoporphyria, erythropoietic, 1",OMIM:177000,AR,gastrointestinal concern; hematologic / bleeding concern; recurrent / unusual infection concern; skin concern
D0033,ALAS2,"Protoporphyria, erythropoietic, X-linked",OMIM:300752,XLD,gastrointestinal concern; hematologic / bleeding concern; skin concern
D0440,NR3C2,"Pseudohypoaldosteronism type I, autosomal dominant",OMIM:177735,AD,feeding / swallowing concern; gastrointestinal concern; growth / weight concern
D0553,SCNN1A,Pseudohypoaldosteronism Type IB1,OMIM:264350,AR,feeding / swallowing concern; gastrointestinal concern; growth / weight concern; recurrent / unusual infection concern; renal / urinary concern; respiratory concern
D0557,SCNN1G,Pseudohypoaldosteronism Type IB3,OMIM:620126,AR,gastrointestinal concern
D0507,PSTPIP1,PSTPIP1 associated inflammatory disease,OMIM:604416,AD,fatigability / low stamina concern; gastrointestinal concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; skin concern; systemic red flag concern
D0507,PSTPIP1,PSTPIP1 associated inflammatory disease,OMIM:601979,AD,fatigability / low stamina concern; gastrointestinal concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; skin concern; systemic red flag concern
D0493,PNPO,Pyridoxamine 5-prime-phosphate oxidase deficiency,OMIM:610090,AR,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; seizure-like event concern; vision / ocular tracking concern
D0036,ALDH7A1,Pyridoxine-dependent epilepsy,OMIM:266100,AR,developmental delay concern; language / cognitive concern; respiratory concern; seizure-like event concern; vision / ocular tracking concern
D0456,PC,Pyruvate carboxylase deficiency,OMIM:266150,AR,feeding / swallowing concern; gastrointestinal concern; growth / weight concern; musculoskeletal concern; respiratory concern; skin concern
D0488,PKLR,Pyruvate kinase deficiency,OMIM:266200,AR,gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; skin concern
D0053,AQP2,"Recessive diabetes insipidus, nephrogenic, 2",OMIM:125800,AR,renal / urinary concern; growth / weight concern; gastrointestinal concern; seizure-like event concern; growth / weight concern; social interaction / behavioral concern; systemic red flag concern; feeding / swallowing concern; gastrointestinal concern; developmental delay concern; language / cognitive concern
D0633,THRA,"Resistance to thyroid hormone alpha (OMIM: Hypothyroidism, congenital, nongoitrous, 6)",OMIM:614450,AD,gait / coordination concern; gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; musculoskeletal concern; skin concern
D0031,AK2,Reticular Dysgenesis,OMIM:267500,AR,recurrent / unusual infection concern
D0011,ACBD5,Retinal dystrophy with leukodystrophy,OMIM:618863,AR,developmental delay concern; gait / coordination concern; language / cognitive concern; motor weakness concern; vision / ocular tracking concern
D0526,RPE65,Retinitis pigmentosa 20,OMIM:613794,AR,vision / ocular tracking concern
D0527,RPE65,Retinitis pigmentosa 87 with choroidal involvement,OMIM:618697,AD,vision / ocular tracking concern
D0518,RB1,Retinoblastoma,OMIM:180200,AD,hematologic / bleeding concern
D0256,FOXG1,"Rett syndrome, congenital variant",OMIM:613454,AD,developmental delay concern; developmental regression concern; feeding / swallowing concern; gastrointestinal concern; language / cognitive concern; respiratory concern; seizure-like event concern; social interaction / behavioral concern
D0480,PEX5,"Rhizomelic chondrodysplasia punctata, type 5",OMIM:616716,AR,developmental delay concern; gait / coordination concern; growth / weight concern; language / cognitive concern; motor weakness concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory concern; seizure-like event concern; vision / ocular tracking concern
D0174,CYP2R1,Rickets due to defect in vitamin D 25-hydroxylation deficiency,OMIM:600081,AR,gait / coordination concern; growth / weight concern; motor weakness concern; musculoskeletal concern
D0657,VDR,"Rickets, vitamin D-resistant, type IIA",OMIM:277440,AR,developmental delay concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; hearing concern; motor weakness concern; musculoskeletal concern; seizure-like event concern; skin concern
D0524,RNPC3,RNPC3 associated growth hormone deficiency,OMIM:618160,AR,growth / weight concern; musculoskeletal concern
D0525,RPE65,"RPE65 associated Leber congenital amaurosis, early-onset severe retinal dystrophy",OMIM:204100,AR,developmental delay concern; language / cognitive concern; social interaction / behavioral concern; vision / ocular tracking concern
D0159,CREBBP,Rubinstein-Taybi syndrome 1,OMIM:180849,AD,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; hearing concern; language / cognitive concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; seizure-like event concern; skin concern; social interaction / behavioral concern; vision / ocular tracking concern
D0561,SETBP1,Schinzel-Giedion midface retraction syndrome,OMIM:269150,AD,developmental delay concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; musculoskeletal concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; seizure-like event concern; skin concern
D0452,PACS1,Schuurs-Hoeijmakers syndrome,OMIM:615009,AD,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; language / cognitive concern; respiratory / cardiopulmonary concern; seizure-like event concern; skin concern; social interaction / behavioral concern; vision / ocular tracking concern
D0019,ADA,SCID due to ADA deficiency,OMIM:102700,AR,developmental delay concern; gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory concern; skin concern; systemic red flag concern
D0343,IL2RG,SCID X-Linked,OMIM:300400,XLR,gastrointestinal concern; growth / weight concern; recurrent / unusual infection concern; respiratory concern; skin concern
D0552,SCN8A,"Seizures, benign familial infantile, 5",OMIM:617080,AD,seizure-like event concern
D0429,NHEJ1,"Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation",OMIM:611291,AR,gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory concern; skin concern; systemic red flag concern
D0514,RAG1,"Severe combined immunodeficiency, B cell-negative",OMIM:601457,AR,gastrointestinal concern; growth / weight concern; recurrent / unusual infection concern; respiratory concern
D0515,RAG2,"Severe combined immunodeficiency, B cell-negative",OMIM:601457,AR,gastrointestinal concern; growth / weight concern; recurrent / unusual infection concern; respiratory concern
D0546,SBDS,Shwachman-Diamond syndrome 1,OMIM:260400,AR,developmental delay concern; gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; language / cognitive concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern
D0221,EFL1,Shwachman-Diamond syndrome 2,OMIM:617941,AR,developmental delay concern; gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory concern
D0306,HBB,Sickle Cell Disease,OMIM:603903,AR,gastrointestinal concern; hematologic / bleeding concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; skin concern
D0588,SLC39A7,SLC39A7 associated agammaglobulinemia,OMIM:619693,AR,growth / weight concern; hearing concern; recurrent / unusual infection concern; skin concern
D0183,DHCR7,Smith-Lemli-Opitz syndrome,OMIM:270400,AR,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; hearing concern; language / cognitive concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; seizure-like event concern; skin concern; social interaction / behavioral concern; vision / ocular tracking concern
D0129,CHD3,Snijders Blok-Campeau syndrome,OMIM:618205,AD,developmental delay concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; language / cognitive concern; musculoskeletal concern; respiratory / cardiopulmonary concern; seizure-like event concern; social interaction / behavioral concern; vision / ocular tracking concern
D0116,CEBPE,Specific granule deficiency 1,OMIM:245480,AR,recurrent / unusual infection concern; respiratory concern
D0602,SMARCD2,Specific granule deficiency 2,OMIM:617475,AR,developmental delay concern; gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory concern; skin concern
D0608,SRP54,SRP54 associated Shwachman-Diamond syndrome,OMIM:618752,AD,developmental delay concern; feeding / swallowing concern; gastrointestinal concern; growth / weight concern; recurrent / unusual infection concern; social interaction / behavioral concern
D0613,STK4,"STK4 associated T-cell immunodeficiency, recurrent infections, autoimmunity, and cardiac malformations",OMIM:614868,AR,hematologic / bleeding concern; recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern; skin concern; systemic red flag concern
D0035,ALDH5A1,Succinic semialdehyde dehydrogenase deficiency,OMIM:271980,AR,developmental delay concern; gait / coordination concern; language / cognitive concern; renal / urinary concern; seizure-like event concern; social interaction / behavioral concern; vision / ocular tracking concern
D0451,OXCT1,Succinyl-CoA:3-ketoacid CoA transferase (SCOT) deficiency,OMIM:245050,AR,gastrointestinal concern; renal / urinary concern; respiratory concern
D0258,FOXN1,"T-cell immunodeficiency, congenital alopecia, and nail dystrophy",OMIM:601705,AR,recurrent / unusual infection concern; skin concern
D0434,NKX2-5,Tetralogy of Fallot,OMIM:187500,AD,developmental delay concern; growth / weight concern; language / cognitive concern; musculoskeletal concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; skin concern
D0572,SLC19A3,Thiamine metabolism dysfunction syndrome 2 (biotin- or thiamine-responsive encephalopathy type 2),OMIM:607483,AR,developmental delay concern; developmental regression concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; language / cognitive concern; motor weakness concern; seizure-like event concern; systemic red flag concern; vision / ocular tracking concern
D0637,TPK1,Thiamine metabolism dysfunction syndrome 5,OMIM:614458,AR,developmental delay concern; developmental regression concern; gait / coordination concern; language / cognitive concern; renal / urinary concern; respiratory / cardiopulmonary concern; seizure-like event concern; vision / ocular tracking concern
D0571,SLC19A2,Thiamine Repsonsive Megaloblastic Anaemia Syndrome,OMIM:249270,AR,developmental delay concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; hearing concern; hematologic / bleeding concern; renal / urinary concern; respiratory / cardiopulmonary concern; seizure-like event concern; skin concern; vision / ocular tracking concern
D0237,F2,Thrombophilia 1 due to thrombin defect,OMIM:188050,AD,respiratory concern
D0595,SLC5A5,Thyroid dyshormonigenesis 1,OMIM:274400,AR,developmental delay concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; skin concern
D0638,TPO,Thyroid dyshormonogenesis 2A,OMIM:274500,AR,feeding / swallowing concern; gastrointestinal concern; developmental delay concern; motor weakness concern
D0631,TG,Thyroid dyshormonogenesis 3,OMIM:274700,AR,developmental delay concern; language / cognitive concern
D0354,IYD,Thyroid dyshormonogenesis 4,OMIM:274800,AR,developmental delay concern; growth / weight concern; language / cognitive concern
D0212,DUOXA2,Thyroid dyshormonogenesis 5,OMIM:274900,AR,developmental delay concern; growth / weight concern; language / cognitive concern
D0634,THRB,Thyroid hormone resistance,OMIM:274300,AR,language / cognitive concern; developmental delay concern
D0634,THRB,Thyroid hormone resistance,OMIM:188570,AR,language / cognitive concern; developmental delay concern
D0634,THRB,Thyroid hormone resistance,OMIM:145650,AR,language / cognitive concern; developmental delay concern
D0215,EDA,"Tooth agenesis, selective, X-linked 1",OMIM:313500,XLD,respiratory concern
D0628,TCN2,Transcobalamin II deficiency,OMIM:275350,AR,developmental delay concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; language / cognitive concern; motor weakness concern; recurrent / unusual infection concern; renal / urinary concern
D0648,SKIC3,Trichohepatoenteric syndrome 1,OMIM:222470,AR,developmental delay concern; gastrointestinal concern; growth / weight concern; language / cognitive concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; skin concern
D0566,SKIC2,Trichohepatoenteric syndrome 2,OMIM:614602,AR,gastrointestinal concern; growth / weight concern; recurrent / unusual infection concern; skin concern
D0304,HADHB,Trifunctional protein deficiency,OMIM:620300,AR,developmental delay concern; hematologic / bleeding concern; musculoskeletal concern; renal / urinary concern; respiratory / cardiopulmonary concern; seizure-like event concern
D0642,TRIM28,TRIM28 related Wilms tumor,OMIM:621332,AD,renal / urinary concern
D0636,TNFRSF1A,Tumor necrosis factor receptor associated periodic fever syndrome,OMIM:142680,AD,gastrointestinal concern; hematologic / bleeding concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory concern; skin concern; systemic red flag concern
D0269,GALNT3,"Tumoral calcinosis, hyperphosphatemic, familial, 1",OMIM:211900,AR,renal / urinary concern
D0251,FGF23,"Tumoral calcinosis, hyperphosphatemic, familial, 2",OMIM:617993,AR,musculoskeletal concern; renal / urinary concern; skin concern
D0243,FAH,"Tyrosinemia, type I",OMIM:276700,AR,gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; musculoskeletal concern; renal / urinary concern; respiratory / cardiopulmonary concern; systemic red flag concern
D0623,TAT,"Tyrosinemia, type II",OMIM:276600,AR,developmental delay concern; growth / weight concern; language / cognitive concern; renal / urinary concern; skin concern
D0321,HPD,"Tyrosinemia, type III",OMIM:276710,AR,developmental delay concern; language / cognitive concern; renal / urinary concern; seizure-like event concern
D0020,ADA2,"Vasculitis, autoinflammation, immunodeficiency, and hematologic defects syndrome",OMIM:615688,AR,feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; hematologic / bleeding concern; language / cognitive concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; skin concern; systemic red flag concern; vision / ocular tracking concern
D0435,NKX2-5,Ventricular septal defect 3,OMIM:614432,AD,developmental delay concern; growth / weight concern; language / cognitive concern; musculoskeletal concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; skin concern
D0092,CASQ2,"Ventricular tachycardia, catecholaminergic polymorphic, 2",OMIM:611938,AR,respiratory / cardiopulmonary concern; seizure-like event concern
D0629,TECRL,"Ventricular tachycardia, catecholaminergic polymorphic, 3",OMIM:614021,AR,respiratory / cardiopulmonary concern
D0489,PLPBP,Vitamin B6-dependent epilepsy,OMIM:617290,AR,developmental delay concern; language / cognitive concern; respiratory concern; seizure-like event concern; vision / ocular tracking concern
D0173,CYP27B1,"Vitamin D-dependent rickets, type I",OMIM:264700,AR,developmental delay concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; motor weakness concern; musculoskeletal concern; renal / urinary concern; seizure-like event concern; skin concern
D0009,ACADVL,VLCAD deficiency,OMIM:201475,AR,gastrointestinal concern; motor weakness concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; seizure-like event concern
D0180,DEAF1,Vulto-van Silfout-de Vries syndrome,OMIM:615828,AD,developmental delay concern; developmental regression concern; gait / coordination concern; language / cognitive concern; musculoskeletal concern; recurrent / unusual infection concern; skin concern; social interaction / behavioral concern
D0519,REST,Wilms tumour predisposition,OMIM:616806,AD,renal / urinary concern
D0660,WT1,Wilms Tumour type 1,OMIM:194070,AD,renal / urinary concern
D0066,ATP7B,Wilson disease,OMIM:277900,AR,feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; hematologic / bleeding concern; language / cognitive concern; motor weakness concern; musculoskeletal concern; recurrent / unusual infection concern; renal / urinary concern; seizure-like event concern; skin concern; social interaction / behavioral concern
D0658,WAS,Wiskott Aldrich syndrome,OMIM:301000,XLR,gastrointestinal concern; hematologic / bleeding concern; recurrent / unusual infection concern; renal / urinary concern; respiratory concern; skin concern
D0378,LIPA,Wolman disease,OMIM:620151,AR,gastrointestinal concern; growth / weight concern; systemic red flag concern
D0663,XPA,"Xeroderma pigmentosum, group A",OMIM:278700,AR,developmental delay concern; gait / coordination concern; hearing concern; language / cognitive concern; recurrent / unusual infection concern; skin concern
D0227,ERCC3,"Xeroderma pigmentosum, group B",OMIM:610651,AR,developmental delay concern; gait / coordination concern; growth / weight concern; hearing concern; language / cognitive concern; skin concern
D0664,XPC,"Xeroderma pigmentosum, group C",OMIM:278720,AR,recurrent / unusual infection concern; skin concern; social interaction / behavioral concern; vision / ocular tracking concern
D0226,ERCC2,"Xeroderma pigmentosum, group D",OMIM:278730,AR,developmental delay concern; gait / coordination concern; hearing concern; language / cognitive concern; recurrent / unusual infection concern; skin concern; social interaction / behavioral concern; vision / ocular tracking concern
D0177,DDB2,"Xeroderma pigmentosum, group E, DDB-negative subtype",OMIM:278740,AR,recurrent / unusual infection concern; skin concern; social interaction / behavioral concern; vision / ocular tracking concern
D0228,ERCC4,"Xeroderma pigmentosum, group F",OMIM:278760,AR,developmental delay concern; gait / coordination concern; growth / weight concern; hearing concern; language / cognitive concern; musculoskeletal concern; skin concern; vision / ocular tracking concern
D0229,ERCC5,"Xeroderma pigmentosum, group G",OMIM:278780,AR,developmental delay concern; gait / coordination concern; growth / weight concern; seizure-like event concern; skin concern
D0495,POLH,"Xeroderma pigmentosum, variant type",OMIM:278750,AR,growth / weight concern; recurrent / unusual infection concern; skin concern; social interaction / behavioral concern; vision / ocular tracking concern
D0029,AHDC1,Xia-Gibbs syndrome,OMIM:615829,AD,developmental delay concern; developmental regression concern; feeding / swallowing concern; gait / coordination concern; gastrointestinal concern; growth / weight concern; hearing concern; language / cognitive concern; motor weakness concern; musculoskeletal concern; recurrent / unusual infection concern; respiratory / cardiopulmonary concern; respiratory concern; seizure-like event concern; skin concern; social interaction / behavioral concern; vision / ocular tracking concern
D0079,BTK,X-linked agammaglobulinemia,OMIM:300755,XLR,developmental delay concern; gastrointestinal concern; hearing concern; hematologic / bleeding concern; language / cognitive concern; recurrent / unusual infection concern; renal / urinary concern; respiratory / cardiopulmonary concern; respiratory concern; skin concern
D0109,CD40LG,X-linked immunodeficiency with hyper-IgM type 1,OMIM:308230,XLR,developmental delay concern; developmental regression concern; gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; recurrent / unusual infection concern; respiratory concern; skin concern
D0386,MAGT1,"X-linked Immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia",OMIM:300853,XLR,gastrointestinal concern; recurrent / unusual infection concern; respiratory concern
D0260,FOXP3,"X-linked immunodysregulation, polyendocrinopathy, and enteropathy, X-linked",OMIM:304790,XLR,developmental delay concern; gastrointestinal concern; growth / weight concern; hematologic / bleeding concern; recurrent / unusual infection concern; renal / urinary concern; seizure-like event concern; skin concern
D0564,SH2D1A,X-linked lymphoproliferative syndrome 1,OMIM:308240,XLR,gastrointestinal concern; recurrent / unusual infection concern; respiratory concern; systemic red flag concern
D0662,XIAP,X-linked lymphoproliferative syndrome 2,OMIM:300635,XLR,gastrointestinal concern; recurrent / unusual infection concern; respiratory concern; skin concern; systemic red flag concern
